DJI_0052.JPG,0,0,0,0,0,100.8,
DJI_0053.JPG,-2.33,7.21,0.1,0,117,100.9,
DJI_0054.JPG,-8.69,20.77,0.1,0,117.8,101.1,
DJI_0055.JPG,-17.17,39.85,0.1,0,118.2,101.4,
DJI_0056.JPG,-26.28,58.92,0.1,0,118.4,101.3,
DJI_0057.JPG,-35.18,78,0.1,0,119,101.4,
DJI_0058.JPG,-43.87,97.49,0,0,119.2,101.2,
DJI_0059.JPG,-52.77,116.99,0,0,119.2,101.1,
DJI_0060.JPG,-61.46,136.07,0,0,119.2,100.7,
DJI_0061.JPG,-69.94,155.57,0,0,119.6,100.6,
DJI_0062.JPG,-78.84,174.64,0.1,0,119.6,100.5,
DJI_0063.JPG,-87.75,193.72,0.1,0,119.6,100.3,
DJI_0064.JPG,-96.65,213.22,0,0,119.6,100.4,
DJI_0065.JPG,-105.55,232.72,0,0,119.6,100.2,
DJI_0066.JPG,-114.24,252.21,0.1,0,119.6,100.3,
DJI_0067.JPG,-123.14,271.29,0,0,119.5,100.2,
DJI_0068.JPG,-132.04,290.79,0.1,0,119.5,100.5,
DJI_0069.JPG,-140.73,309.86,0,0,119.5,100.2,
DJI_0070.JPG,-149.63,329.36,0,0,119.5,100.1,
DJI_0071.JPG,-158.32,348.44,0,0,119.5,100,
DJI_0072.JPG,-163.83,357.76,0,0,116.8,100,
DJI_0078.JPG,-199.23,331.06,0,0,114.8,99.4,
DJI_0079.JPG,-192.87,317.07,0,0,114.4,99.4,
DJI_0080.JPG,-183.76,297.57,0,0,0,99.6,
DJI_0081.JPG,-174.64,278.07,0,0,0,99.7,
DJI_0082.JPG,-166.38,259.84,0,0,0,99.7,
DJI_0083.JPG,-158.11,241.19,0.1,0,0,99.8,
DJI_0084.JPG,-149.42,221.69,0,0,0,99.8,
DJI_0085.JPG,-140.73,202.62,0,0,0,99.9,
DJI_0086.JPG,-132.04,183.54,0,0,0,99.8,
DJI_0087.JPG,-123.35,164.05,0,0,0,99.8,
DJI_0088.JPG,-114.66,144.97,0,0,114.6,99.9,
DJI_0089.JPG,-105.97,125.47,0,0,114.6,99.9,
DJI_0090.JPG,-97.28,106.4,0,0,114.6,99.9,
DJI_0091.JPG,-88.38,86.9,0,0,114.6,99.9,
DJI_0092.JPG,-79.69,67.82,0,0,114.6,99.9,
DJI_0093.JPG,-71,48.32,0,0,114.6,99.9,
DJI_0094.JPG,-62.31,28.82,0.1,0,114.6,99.8,
DJI_0095.JPG,-53.41,9.75,0,0,114.6,99.9,
DJI_0096.JPG,-44.72,-9.75,0,0,114.7,99.8,
DJI_0097.JPG,-39.42,-20.77,0,0,115.8,99.8,
DJI_0103.JPG,-81.39,-32.64,0,0,116.5,99.9,
DJI_0104.JPG,-87.96,-18.23,0,0,116.6,100.3,
DJI_0105.JPG,-96.22,-0.42,0,0,116.8,100.5,
DJI_0106.JPG,-104.7,17.8,0.1,0,116.9,100.6,
DJI_0107.JPG,-113.39,36.45,0,0,117.1,100.6,
DJI_0108.JPG,-121.87,55.11,0,0,0,100.3,
DJI_0109.JPG,-130.35,74.18,0,0,0,100.2,
DJI_0110.JPG,-139.04,93.68,0.1,0,0,100.2,
DJI_0111.JPG,-147.51,112.33,0.1,0,0,100.2,
DJI_0112.JPG,-155.78,130.56,0.1,0,0,100.2,
