25050 6

0.0 0.0 1.0 15.292 -36.605 16.777
0.0 0.0 1.0 15.276 -36.567 16.595
0.0 0.0 1.0 15.273 -36.561 16.43
0.0 0.0 1.0 15.271 -36.556 16.266
0.0 0.0 1.0 15.274 -36.563 16.106
0.0 0.0 1.0 15.268 -36.549 15.939
0.0 0.0 1.0 15.269 -36.547 15.777
0.0 0.0 1.0 15.269 -36.549 15.618
0.0 0.0 1.0 15.261 -36.529 15.449
0.0 0.0 1.0 15.263 -36.536 15.292
0.0 0.0 1.0 15.259 -36.526 15.129
0.0 0.0 1.0 15.252 -36.509 14.963
0.0 0.0 1.0 15.244 -36.491 14.798
0.0 0.0 1.0 15.254 -36.514 14.65
0.0 0.0 1.0 15.243 -36.489 14.482
0.0 0.0 1.0 15.238 -36.476 14.32
0.0 0.0 1.0 15.242 -36.487 14.167
0.0 0.0 1.0 15.235 -36.471 14.005
0.0 0.0 1.0 15.233 -36.465 13.848
0.0 0.0 1.0 15.232 -36.464 13.691
0.0 0.0 1.0 15.222 -36.44 13.528
0.0 0.0 1.0 15.224 -36.441 13.374
0.0 0.0 1.0 15.219 -36.429 13.216
0.0 0.0 1.0 10.886 -26.062 9.343
0.0 0.0 1.0 10.891 -26.073 9.237
0.0 0.0 1.0 10.965 -26.25 9.19
0.0 0.0 1.0 10.959 -26.235 9.074
0.0 0.0 1.0 10.962 -26.244 8.968
0.0 0.0 1.0 10.964 -26.248 8.86
0.0 0.0 1.0 10.96 -26.239 8.747
0.0 0.0 1.0 10.971 -26.267 8.648
0.0 0.0 1.0 10.986 -26.301 8.55
0.0 0.0 1.0 10.97 -26.264 8.43
0.0 0.0 1.0 10.978 -26.282 8.328
0.0 0.0 1.0 10.975 -26.275 8.217
0.0 0.0 1.0 10.98 -26.288 8.113
0.0 0.0 1.0 10.98 -26.287 8.004
0.0 0.0 1.0 10.979 -26.284 7.896
0.0 0.0 1.0 10.984 -26.294 7.792
0.0 0.0 1.0 10.986 -26.3 7.687
0.0 0.0 1.0 10.987 -26.303 7.581
0.0 0.0 1.0 10.984 -26.296 7.471
0.0 0.0 1.0 10.987 -26.303 7.367
0.0 0.0 1.0 10.996 -26.325 7.267
0.0 0.0 1.0 10.997 -26.326 7.161
0.0 0.0 1.0 11.007 -26.35 7.061
0.0 0.0 1.0 10.988 -26.306 6.944
0.0 0.0 1.0 11.001 -26.335 6.845
0.0 0.0 1.0 10.999 -26.331 6.739
0.0 0.0 1.0 11.005 -26.347 6.637
0.0 0.0 1.0 10.998 -26.328 6.528
0.0 0.0 1.0 11.007 -26.352 6.429
0.0 0.0 1.0 11.014 -26.365 6.326
0.0 0.0 1.0 11.023 -26.387 6.227
0.0 0.0 1.0 11.021 -26.382 6.12
0.0 0.0 1.0 11.033 -26.409 6.022
0.0 0.0 1.0 11.02 -26.379 5.911
0.0 0.0 1.0 11.024 -26.388 5.808
0.0 0.0 1.0 11.025 -26.391 5.705
0.0 0.0 1.0 11.027 -26.396 5.602
0.0 0.0 1.0 11.025 -26.39 5.497
0.0 0.0 1.0 11.032 -26.408 5.397
0.0 0.0 1.0 11.026 -26.393 5.29
0.0 0.0 1.0 11.04 -26.428 5.193
0.0 0.0 1.0 11.038 -26.422 5.088
0.0 0.0 1.0 11.04 -26.428 4.986
0.0 0.0 1.0 11.043 -26.43 4.884
0.0 0.0 1.0 11.041 -26.425 4.779
0.0 0.0 1.0 11.045 -26.435 4.678
0.0 0.0 1.0 11.041 -26.425 4.573
0.0 0.0 1.0 11.047 -26.44 4.473
0.0 0.0 1.0 11.048 -26.443 4.371
0.0 0.0 1.0 11.05 -26.447 4.269
0.0 0.0 1.0 11.05 -26.448 4.167
0.0 0.0 1.0 11.048 -26.442 4.063
